Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"FS","Données de la sécurité alimentaire","193","Sao Tomé-et-Principe","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2013","I$","2712.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","195","Sénégal","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2013","I$","2800","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","272","Serbie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2013","I$","14185.4","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","196","Seychelles","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2013","I$","23540.4","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","197","Sierra Leone","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2013","I$","1669.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","200","Singapour","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2013","I$","79919.3","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","199","Slovaquie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2013","I$","26580.7","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","198","Slovénie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2013","I$","27622.7","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","276","Soudan","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2013","I$","4152.2","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","277","Soudan du Sud","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2013","I$","2143.2","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","38","Sri Lanka","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2013","I$","10238.7","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","210","Suède","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2013","I$","43522.4","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","211","Suisse","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2013","I$","56535.7","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","207","Suriname","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2013","I$","15285.5","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","208","Tadjikistan","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2013","I$","2476","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","39","Tchad","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2013","I$","1993.9","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","167","Tchéquie (la)","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2013","I$","28379.7","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","216","Thaïlande","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2013","I$","14771.2","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","176","Timor-Leste","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2013","I$","8887.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","217","Togo","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2013","I$","1379.4","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","219","Tonga","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2013","I$","5123.9","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","220","Trinité-et-Tobago","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2013","I$","31596.5","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","222","Tunisie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2013","I$","10638.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","213","Turkménistan","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2013","I$","13235.8","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","223","Turquie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2013","I$","21610.5","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","227","Tuvalu","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2013","I$","3132.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","230","Ukraine","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2013","I$","8338.9","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","234","Uruguay","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2013","I$","19376.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","155","Vanuatu","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2013","I$","2850.9","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","236","Venezuela (République bolivarienne du)","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2013","I$","17982.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","237","Viet Nam","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2013","I$","5065.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","249","Yémen","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2013","I$","3938.9","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","251","Zambie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2013","I$","3631","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","181","Zimbabwe","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2013","I$","2491.6","X","Sources internationales sûres",""
